GENE_NAME	CHROM
RP11-138C24.2	chr18
RP11-183C12.1	chr18
RP11-172F10.1	chr18
PPIAP14	chr18
LINC01892	chr18
BOD1P2	chr18
AKAIN1	chr18
RP11-190I17.2	chr18
RP11-835E18.5	chr18
LINC00526	chr18
LINC00667	chr18
ZBTB14	chr18
CTD-3096M3.1	chr18
CTD-3096M3.2	chr18
EPB41L3	chr18
RP11-286N3.1	chr18
RP11-286N3.2	chr18
MIR3976HG	chr18
MIR3976	chr18
TMEM200C	chr18
RP11-945C19.4	chr18
L3MBTL4	chr18
RP11-793A3.1	chr18
RNU5F-3P	chr18
RP11-793A3.2	chr18
L3MBTL4-AS1	chr18
MIR4317	chr18
RP11-637N19.1	chr18
RNU6-349P	chr18
RPL6P27	chr18
CTD-2124B20.2	chr18
LINC01387	chr18
CTD-2124B20.3	chr18
RN7SL282P	chr18
RP11-91I8.1	chr18
RP11-91I8.2	chr18
RP11-91I8.3	chr18
ARHGAP28	chr18
RP11-146G7.2	chr18
LINC00668	chr18
SCML2P1	chr18
RNU6-916P	chr18
LAMA1	chr18
RP11-781P6.1	chr18
RP11-76K13.3	chr18
SLC25A51P2	chr18
LRRC30	chr18
SNORA48	chr18
PTPRM	chr18
RP11-678G15.2	chr18
RP11-678G15.1	chr18
U3	chr18
RP11-376P6.3	chr18
RP11-789C17.3	chr18
RP11-789C17.1	chr18
RP11-789C17.5	chr18
RFWD2P1	chr18
RN7SL50P	chr18
THEMIS3P	chr18
AKR1B1P6	chr18
RAB12	chr18
RP11-661O13.1	chr18
TOMM20P3	chr18
GACAT2	chr18
MTCL1	chr18
Y_RNA	chr18
RP11-674N23.4	chr18
RPS4XP19	chr18
NDUFV2	chr18
RP11-143J12.3	chr18
NDUFV2-AS1	chr18
ANKRD12	chr18
Y_RNA	chr18
Y_RNA	chr18
RP11-888D10.4	chr18
RP11-888D10.3	chr18
TWSG1	chr18
RP11-61L19.2	chr18
RALBP1	chr18
RP11-61L19.1	chr18
PPP4R1	chr18
RP11-881L2.1	chr18
PPP4R1-AS1	chr18
RNU6-903P	chr18
KRT18P8	chr18
RAB31	chr18
RP11-692N5.2	chr18
ZNF415P1	chr18
RN7SL862P	chr18
RNA5SP449	chr18
PIGPP4	chr18
TXNDC2	chr18
RP11-474N24.6	chr18
VAPA	chr18
RNA5SP450	chr18
RP11-419J16.1	chr18
RP11-138E9.2	chr18
RP11-243E13.2	chr18
LINC01254	chr18
APCDD1	chr18
NAPG	chr18
RP11-883A18.3	chr18
LINC01887	chr18
RP11-856M7.7	chr18
CCDC58P1	chr18
RP11-856M7.4	chr18
RP11-856M7.8	chr18
PMM2P1	chr18
RP11-856M7.1	chr18
PIEZO2	chr18
RP11-856M7.2	chr18
RP11-21G15.1	chr18
MIR6788	chr18
RP11-513M1.1	chr18
RP11-93H10.1	chr18
RP11-128P17.2	chr18
RP11-128P17.4	chr18
RP11-128P17.3	chr18
LINC01928	chr18
LINC01255	chr18
RP11-712C7.2	chr18
SLC35G4	chr18
RP11-677O4.5	chr18
NPIPB1P	chr18
RP11-677O4.6	chr18
RP11-677O4.4	chr18
MIR7153	chr18
RP11-677O4.2	chr18
GNAL	chr18
ASNSP6	chr18
RP11-78A19.2	chr18
CHMP1B	chr18
RP11-78A19.4	chr18
MPPE1	chr18
RP11-820I16.1	chr18
RP11-820I16.2	chr18
IMPA2	chr18
RP11-820I16.3	chr18
RP11-703I16.1	chr18
RP11-703I16.3	chr18
RP11-703I16.2	chr18
AP002414.1	chr18
RP11-815J4.7	chr18
RP11-815J4.6	chr18
RP11-815J4.1	chr18
RP11-815J4.5	chr18
ANKRD62	chr18
RNU6-324P	chr18
SDHDP1	chr18
RP11-64C12.7	chr18
RP11-64C12.5	chr18
RP11-64C12.4	chr18
RP11-64C12.3	chr18
CCDC58P3	chr18
RP11-64C12.6	chr18
RP11-64C12.9	chr18
CIDEA	chr18
RP11-64C12.1	chr18
RP11-64C12.8	chr18
RNU6-170P	chr18
TUBB6	chr18
AFG3L2	chr18
RNU7-129P	chr18
PRELID3A	chr18
RP11-861E21.1	chr18
RP11-861E21.2	chr18
SPIRE1	chr18
RP11-861E21.3	chr18
PSMG2	chr18
CEP76	chr18
RP11-973H7.3	chr18
RP11-973H7.5	chr18
LINC01882	chr18
Y_RNA	chr18
RP11-973H7.1	chr18
PTPN2	chr18
STK25P1	chr18
EIF4A2P1	chr18
SEH1L	chr18
RP11-773H22.4	chr18
CEP192	chr18
RP11-807E13.3	chr18
RP11-807E13.2	chr18
RP11-794M8.2	chr18
RP11-794M8.1	chr18
LDLRAD4	chr18
RP11-756J15.3	chr18
C18orf15	chr18
RP11-756J15.2	chr18
RP11-691H4.3	chr18
LDLRAD4-AS1	chr18
MIR5190	chr18
RP11-691H4.4	chr18
RP11-53B2.1	chr18
RP11-53B2.2	chr18
RP11-53B2.5	chr18
RP11-53B2.3	chr18
RP11-53B2.6	chr18
RP11-53B2.4	chr18
MIR4526	chr18
RP11-701H16.4	chr18
FAM210A	chr18
RP11-720L3.1	chr18
RN7SL362P	chr18
RNMT	chr18
MC5R	chr18
MC2R	chr18
RP11-681N23.1	chr18
RP11-411B10.7	chr18
RP11-411B10.8	chr18
ZNF519	chr18
RP11-411B10.2	chr18
FRG2LP	chr18
RP11-411B10.5	chr18
NF1P5	chr18
ANKRD20A5P	chr18
RNU6-316P	chr18
RHOT1P1	chr18
RP11-757O6.6	chr18
CYP4F35P	chr18
RP11-757O6.7	chr18
RP11-757O6.4	chr18
TERF1P2	chr18
FEM1AP2	chr18
LONRF2P1	chr18
CXADRP3	chr18
GRAMD4P7	chr18
POTEC	chr18
RNU6-1021P	chr18
OR4K7P	chr18
OR4K8P	chr18
SNX19P3	chr18
VN1R74P	chr18
GTF2IP8	chr18
ANKRD30B	chr18
RNU6-1210P	chr18
RP11-1157N2__B.2	chr18
MIR3156-2	chr18
LINC01906	chr18
FGF7P1	chr18
RP11-527H14.4	chr18
LINC01443	chr18
LINC01444	chr18
RP11-527H14.1	chr18
RP11-805F19.3	chr18
RP11-805F19.4	chr18
RP11-805F19.5	chr18
RP11-805F19.2	chr18
RP11-805F19.1	chr18
RP11-454P7.3	chr18
BNIP3P3	chr18
RP11-454P7.1	chr18
AP005901.1	chr18
RNU6-721P	chr18
ROCK1	chr18
RP11-254G11.1	chr18
RNU6-120P	chr18
EXOGP1	chr18
RP11-699A5.2	chr18
GREB1L	chr18
RP11-296E23.2	chr18
RP11-296E23.1	chr18
SNORD23	chr18
ESCO1	chr18
SNRPD1	chr18
ABHD3	chr18
RP11-13N13.5	chr18
RP11-13N13.6	chr18
MIR320C1	chr18
MIB1	chr18
SNORA81	chr18
Y_RNA	chr18
RN7SL233P	chr18
SNORA73	chr18
MIR133A1HG	chr18
RP11-268I9.1	chr18
RP11-268I9.3	chr18
RNU6-1038P	chr18
RP11-268I9.4	chr18
RNA5SP451	chr18
LINC01900	chr18
RP11-595B24.2	chr18
RNU6ATAC20P	chr18
GATA6-AS1	chr18
GATA6	chr18
RP11-627G18.2	chr18
RNU6-702P	chr18
RP11-627G18.1	chr18
RP11-627G18.4	chr18
RP11-535A5.1	chr18
CTAGE1	chr18
RP11-863N1.4	chr18
RPS4XP18	chr18
RNU6-1032P	chr18
RP11-739L10.1	chr18
RP11-370A5.1	chr18
RBBP8	chr18
RP11-370A5.2	chr18
UBE2CP2	chr18
RN7SL745P	chr18
Y_RNA	chr18
CABLES1	chr18
TMEM241	chr18
RP11-17J14.2	chr18
RIOK3	chr18
Y_RNA	chr18
RP11-639E23.1	chr18
C18orf8	chr18
NPC1	chr18
Y_RNA	chr18
ANKRD29	chr18
RPS10P27	chr18
LAMA3	chr18
RPL23AP77	chr18
RP11-403A21.1	chr18
TTC39C	chr18
TTC39C-AS1	chr18
RP11-403A21.3	chr18
RP11-799B12.2	chr18
RNU5A-6P	chr18
RP11-799B12.1	chr18
CABYR	chr18
RP11-799B12.4	chr18
OSBPL1A	chr18
RNA5SP452	chr18
Metazoa_SRP	chr18
RNU6-435P	chr18
MIR320C2	chr18
RP11-621L6.2	chr18
RP11-621L6.3	chr18
IMPACT	chr18
Y_RNA	chr18
RP11-178F10.1	chr18
HRH4	chr18
RP11-178F10.2	chr18
RP11-178F10.3	chr18
EIF4A3P1	chr18
LINC01915	chr18
RP11-449D8.2	chr18
RAC1P1	chr18
RP11-449D8.3	chr18
RP11-449D8.5	chr18
LINC01894	chr18
WBP2P1	chr18
RP11-958F21.3	chr18
ZNF521	chr18
CTD-2576N18.1	chr18
CTD-2006O16.2	chr18
RN7SL97P	chr18
RP11-737G21.1	chr18
SS18	chr18
RPS24P18	chr18
PSMA8	chr18
DHFRP1	chr18
NPM1P2	chr18
TAF4B	chr18
FAM60BP	chr18
RP11-25D3.1	chr18
RP11-107K17.2	chr18
RNU6-1289P	chr18
LINC01543	chr18
KCTD1	chr18
RP11-9E17.1	chr18
RP11-349H17.2	chr18
MIR8057	chr18
CIAPIN1P	chr18
AQP4-AS1	chr18
PCAT18	chr18
RP11-552O4.1	chr18
RP11-552O4.2	chr18
AQP4	chr18
CHST9	chr18
RP11-526I8.2	chr18
LINC01908	chr18
RP11-739N10.1	chr18
RP11-26N15.2	chr18
UBA52P9	chr18
RP11-612A1.1	chr18
RBM22P1	chr18
PA2G4P3	chr18
CDH2	chr18
AC015933.2	chr18
RP11-430E17.1	chr18
ARIH2P1	chr18
RP11-510D21.1	chr18
RP11-510D21.2	chr18
RNU6-408P	chr18
CTD-2515C13.1	chr18
CTD-2515C13.2	chr18
RP11-784B15.1	chr18
MIR302F	chr18
RP11-675P14.1	chr18
RP11-675P14.2	chr18
RP11-25I11.1	chr18
RNU6-857P	chr18
DSC3	chr18
DSC2	chr18
DSCAS	chr18
DSC1	chr18
RP11-408H20.3	chr18
DSG1	chr18
DSG1-AS1	chr18
RNU6-167P	chr18
DSG4	chr18
Y_RNA	chr18
DSG3	chr18
RP11-650P15.1	chr18
DSG2	chr18
DSG2-AS1	chr18
TTR	chr18
B4GALT6	chr18
RP11-549B18.1	chr18
RN7SKP44	chr18
LRRC37A7P	chr18
SLC25A52	chr18
TRAPPC8	chr18
RP11-210K20.2	chr18
RP11-210K20.6	chr18
RP11-210K20.5	chr18
RNU6-1050P	chr18
RP11-326K13.4	chr18
PGDP1	chr18
RP11-326K13.2	chr18
RP11-326K13.3	chr18
RNF125	chr18
RP11-326K13.5	chr18
RP11-53I6.1	chr18
RP11-53I6.3	chr18
RNF138	chr18
RP11-53I6.4	chr18
GAREM1	chr18
RNA5SP453	chr18
MEP1B	chr18
CLUHP6	chr18
RP11-344B2.3	chr18
Y_RNA	chr18
RP11-344B2.2	chr18
AC021224.1	chr18
HNRNPA1P7	chr18
WBP11P1	chr18
RP11-386P4.1	chr18
KLHL14	chr18
AC012123.1	chr18
RP11-57G22.1	chr18
RP11-746B8.1	chr18
CCDC178	chr18
RP11-680N20.1	chr18
RP11-258B16.1	chr18
ASXL3	chr18
NOL4	chr18
Y_RNA	chr18
RP11-379L18.2	chr18
RP11-379L18.1	chr18
RP11-379L18.3	chr18
DTNA	chr18
RP11-115P21.1	chr18
RP11-138H11.1	chr18
RP11-96A15.1	chr18
MAPRE2	chr18
RP11-294N21.2	chr18
RP11-294N21.3	chr18
ZNF397	chr18
ZSCAN30	chr18
RP11-158H5.2	chr18
RP11-158H5.8	chr18
RP11-158H5.7	chr18
ZNF271P	chr18
RP11-54G14.1	chr18
ZNF24	chr18
ZNF396	chr18
RP11-322E11.1	chr18
RP11-322E11.2	chr18
RP11-322E11.5	chr18
INO80C	chr18
RP11-322E11.3	chr18
GALNT1	chr18
MIR3975	chr18
RP11-712P20.2	chr18
RP11-873E20.1	chr18
NRBF2P1	chr18
MIR187	chr18
MIR3929	chr18
RP11-905K4.1	chr18
C18orf21	chr18
RP11-723J4.3	chr18
RPRD1A	chr18
SLC39A6	chr18
ELP2	chr18
RP11-49I11.1	chr18
MOCOS	chr18
RP11-49I11.4	chr18
RP11-49I11.2	chr18
RP11-49I11.3	chr18
FHOD3	chr18
TPGS2	chr18
KIAA1328	chr18
RP11-58G13.1	chr18
RP11-95O2.1	chr18
CELF4	chr18
RP11-95O2.5	chr18
RP11-797E24.3	chr18
RP11-797E24.1	chr18
RP11-1147P1.1	chr18
MIR4318	chr18
RPL12P40	chr18
RP11-687D19.1	chr18
RN7SKP182	chr18
RNU6-706P	chr18
RP11-244M2.1	chr18
RP11-1I2.1	chr18
RPL7AP66	chr18
MIR924	chr18
MIR5583-2	chr18
MIR5583-1	chr18
RNU6-1242P	chr18
LINC01901	chr18
LINC01902	chr18
RP11-5A1.1	chr18
LINC01477	chr18
RPL17P45	chr18
KC6	chr18
RP11-188I24.1	chr18
AC011225.1	chr18
PIK3C3	chr18
RP11-687E1.2	chr18
RP11-115N12.1	chr18
LINC00907	chr18
RNA5SP454	chr18
RIT2	chr18
SYT4	chr18
RP11-789C7.1	chr18
AC083760.1	chr18
RNA5SP455	chr18
KRT8P5	chr18
LINC01478	chr18
MLECP1	chr18
RP11-456K23.1	chr18
SETBP1	chr18
RP11-9H20.2	chr18
MIR4319	chr18
RP11-693M3.1	chr18
RP11-846C15.2	chr18
SLC14A2	chr18
SLC14A2-AS1	chr18
RP11-749H17.1	chr18
RP11-749H17.2	chr18
RP11-116O18.1	chr18
RP11-116O18.3	chr18
SLC14A1	chr18
RP11-618K16.4	chr18
SIGLEC15	chr18
EPG5	chr18
PSTPIP2	chr18
RN7SKP26	chr18
RP11-8H2.1	chr18
RNY4P37	chr18
ATP5A1	chr18
HAUS1	chr18
RNU6-1278P	chr18
C18orf25	chr18
RNF165	chr18
RP11-63I8.1	chr18
LOXHD1	chr18
ST8SIA5	chr18
RP11-742D12.1	chr18
RP11-742D12.2	chr18
RP11-687F6.5	chr18
PIAS2	chr18
RP11-687F6.4	chr18
RP11-776B3.1	chr18
KATNAL2	chr18
ELOA3D	chr18
ELOA3C	chr18
ELOA3B	chr18
ELOA3	chr18
ELOA2	chr18
RP11-49K24.3	chr18
RP11-49K24.4	chr18
RP11-49K24.8	chr18
HDHD2	chr18
RP11-49K24.5	chr18
IER3IP1	chr18
SKOR2	chr18
RNU6-1131P	chr18
CTD-2130O13.1	chr18
MIR4527	chr18
RP11-157P23.1	chr18
RP11-157P23.2	chr18
TPMTP1	chr18
RP11-767C4.1	chr18
SMAD2	chr18
MTCO2P2	chr18
RP11-380M21.1	chr18
RP11-380M21.4	chr18
RP11-380M21.3	chr18
ZBTB7C	chr18
RP11-246E12.2	chr18
RNU6-708P	chr18
C18orf12	chr18
RNA5SP456	chr18
RP11-23B5.2	chr18
POLR3GP2	chr18
CTIF	chr18
RP11-426J5.3	chr18
RP11-426J5.1	chr18
MIR4743	chr18
RP11-426J5.2	chr18
RP11-46D1.2	chr18
RP11-484L8.1	chr18
SMAD7	chr18
RP11-1058N17.1	chr18
RP11-15F12.6	chr18
RP11-15F12.1	chr18
DYM	chr18
MIR4744	chr18
RP11-15F12.3	chr18
RP11-30L3.2	chr18
RP11-110H1.9	chr18
PRR13P4	chr18
C18orf32	chr18
RP11-110H1.4	chr18
MIR1539	chr18
RPL17	chr18
SNORD58C	chr18
SNORD58A	chr18
SRP72P1	chr18
RP11-110H1.8	chr18
LIPG	chr18
SMUG1P1	chr18
RP11-813F20.2	chr18
ACAA2	chr18
SNHG22	chr18
MYO5B	chr18
Y_RNA	chr18
RNA5SP457	chr18
RP11-813F20.4	chr18
ADAD1P2	chr18
RP11-689E3.2	chr18
MIR4320	chr18
RN7SL310P	chr18
CFAP53	chr18
RP11-699C17.1	chr18
MBD1	chr18
CXXC1	chr18
RP11-1030E3.1	chr18
RP11-1030E3.2	chr18
RNA5SP458	chr18
SKA1	chr18
RPLP0P11	chr18
MAPK4	chr18
RP11-10I6.2	chr18
MRO	chr18
HNRNPA3P16	chr18
RPL17P46	chr18
ME2	chr18
Y_RNA	chr18
ELAC1	chr18
SMAD4	chr18
SRSF10P1	chr18
MEX3C	chr18
RNU1-46P	chr18
LINC01630	chr18
SS18L2P2	chr18
RP11-267C16.2	chr18
RSL24D1P9	chr18
RP11-440L16.1	chr18
RPS8P3	chr18
RP11-25O3.1	chr18
DCC	chr18
RP11-7K9.2	chr18
VN1R76P	chr18
MIR4528	chr18
RP11-671P2.1	chr18
LINC01919	chr18
LINC01917	chr18
RPL29P32	chr18
RP11-116K4.1	chr18
MBD2	chr18
SNORA37	chr18
RP11-850A17.1	chr18
POLI	chr18
STARD6	chr18
C18orf54	chr18
SNRPGP2	chr18
RP11-61D1.3	chr18
RP11-61D1.2	chr18
RP11-289E15.1	chr18
DYNAP	chr18
RAB27B	chr18
RPSAP57	chr18
RP11-99A1.2	chr18
RP11-839G9.1	chr18
CCDC68	chr18
MAP1LC3P	chr18
LINC01929	chr18
RNA5SP459	chr18
TCF4	chr18
TCF4-AS1	chr18
MIR4529	chr18
TCF4-AS2	chr18
RPL21P126	chr18
RP11-397A16.1	chr18
LINC01415	chr18
RP11-397A16.3	chr18
LINC01416	chr18
CTD-2008L17.1	chr18
CTD-2008L17.2	chr18
LINC01905	chr18
RP11-456O19.5	chr18
SNORA73	chr18
LINC01539	chr18
RP11-456O19.3	chr18
TXNL1	chr18
WDR7	chr18
Y_RNA	chr18
RP11-383D22.1	chr18
U3	chr18
WDR7-OT1	chr18
LINC-ROR	chr18
CTD-2526M8.3	chr18
BOD1L2	chr18
CTD-2526M8.2	chr18
RNU6-737P	chr18
ST8SIA3	chr18
RP11-714M23.2	chr18
ONECUT2	chr18
FECH	chr18
RP11-706P11.2	chr18
NARS	chr18
RP11-35G9.3	chr18
RP11-35G9.5	chr18
ATP8B1	chr18
RNU6-742P	chr18
RSL24D1P11	chr18
LINC01897	chr18
HMGN1P30	chr18
NEDD4L	chr18
RP11-718I15.1	chr18
RP11-845C23.2	chr18
RP11-1151B14.2	chr18
RP11-1151B14.3	chr18
RP11-1151B14.1	chr18
ALPK2	chr18
RP11-1151B14.5	chr18
RP11-1151B14.4	chr18
RP11-126O1.2	chr18
SNORA108	chr18
RPL9P31	chr18
RP11-126O1.6	chr18
RP11-126O1.5	chr18
MALT1	chr18
RP11-126O1.4	chr18
MRPL37P1	chr18
RP11-108P20.2	chr18
RNU6-219P	chr18
LINC01926	chr18
U8	chr18
ZNF532	chr18
RNU2-69P	chr18
OACYLP	chr18
RP11-685A21.1	chr18
SEC11C	chr18
GRP	chr18
RAX	chr18
CPLX4	chr18
LMAN1	chr18
RP11-27G24.1	chr18
CCBE1	chr18
RP11-27G24.3	chr18
RP11-760L24.1	chr18
RP11-2N1.1	chr18
RP11-2N1.2	chr18
RP11-2N1.3	chr18
RPS26P54	chr18
GLUD1P4	chr18
RP11-824M15.3	chr18
PMAIP1	chr18
RP11-866E20.1	chr18
NFE2L3P1	chr18
RN7SL342P	chr18
SDCCAG3P1	chr18
RP11-866E20.3	chr18
FAM60CP	chr18
RNU6-567P	chr18
RP11-795H16.3	chr18
RPS3AP49	chr18
RNU4-17P	chr18
RP11-795H16.2	chr18
RP11-396N11.1	chr18
MC4R	chr18
RP11-325K19.3	chr18
MRPS5P4	chr18
RP11-325K19.6	chr18
RP11-325K19.2	chr18
RP11-325K19.1	chr18
CTBP2P3	chr18
HMGN1P31	chr18
CDH20	chr18
RNU6-116P	chr18
RPL30P14	chr18
RP11-879F14.3	chr18
RP11-879F14.2	chr18
RP11-879F14.1	chr18
RP11-1096D5.2	chr18
LINC01544	chr18
RNF152	chr18
PIGN	chr18
RPIAP1	chr18
KIAA1468	chr18
RP11-173A16.2	chr18
RP11-173A16.1	chr18
TNFRSF11A	chr18
Y_RNA	chr18
RP11-640A1.3	chr18
RPL17P44	chr18
RP11-640A1.4	chr18
ACTBP9	chr18
ZCCHC2	chr18
RP11-120K19.4	chr18
RP11-120K19.3	chr18
RN7SL705P	chr18
PHLPP1	chr18
RNU6-142P	chr18
BCL2	chr18
RP11-299P2.1	chr18
RP11-299P2.2	chr18
KDSR	chr18
RP11-635N19.1	chr18
VPS4B	chr18
RP11-635N19.2	chr18
SERPINB5	chr18
RP11-635N19.3	chr18
ATP5G1P6	chr18
SERPINB12	chr18
SERPINB13	chr18
SERPINB4	chr18
SERPINB11	chr18
SERPINB3	chr18
SERPINB7	chr18
SERPINB2	chr18
SERPINB10	chr18
HMSD	chr18
RP11-793J2.1	chr18
SERPINB8	chr18
RPL12P39	chr18
LINC00305	chr18
LINC01924	chr18
AC100848.1	chr18
LINC01538	chr18
RP11-762J3.1	chr18
AC007948.1	chr18
AC007631.1	chr18
LINC01916	chr18
RP11-775G23.1	chr18
CDH7	chr18
RP11-389J22.1	chr18
RP11-389J22.3	chr18
PRPF19P1	chr18
CDH19	chr18
RNU6-1037P	chr18
MIR5011	chr18
RPL31P9	chr18
RP11-563H6.1	chr18
CTD-2541J13.1	chr18
DSEL	chr18
RP11-638L3.1	chr18
RP11-29O13.1	chr18
RP11-28O3.2	chr18
RP11-28O3.1	chr18
RP11-638L3.4	chr18
LINC01903	chr18
RP11-638L3.2	chr18
RP11-659F24.1	chr18
RP11-526H11.1	chr18
LINC01912	chr18
RP11-421N8.1	chr18
RP11-128D14.1	chr18
AKR1B10P2	chr18
RP11-585K6.2	chr18
TMX3	chr18
CCDC102B	chr18
RP11-734B5.2	chr18
RP11-106E15.1	chr18
RNU6-39P	chr18
SDHCP1	chr18
RP11-861L17.3	chr18
RP11-861L17.4	chr18
RP11-861L17.2	chr18
RP11-674P19.2	chr18
RP11-17E3.1	chr18
DOK6	chr18
RP11-465I4.3	chr18
RP11-465I4.2	chr18
RP11-543H23.1	chr18
RP11-543H23.2	chr18
CD226	chr18
RTTN	chr18
SOCS6	chr18
LINC01909	chr18
RP11-484N16.1	chr18
LINC01910	chr18
LARP7P3	chr18
RPS2P6	chr18
RP11-644A7.2	chr18
RN7SL795P	chr18
GTSCR1	chr18
RP11-384E22.1	chr18
RP11-529J17.1	chr18
RP11-47G4.2	chr18
RP11-47G4.1	chr18
LINC01541	chr18
RP11-752P2.1	chr18
RP11-752P2.2	chr18
LINC01899	chr18
RP11-723G8.1	chr18
RP11-736G13.1	chr18
RP11-736G13.2	chr18
CBLN2	chr18
HNRNPA1P11	chr18
NETO1	chr18
RP11-713C5.1	chr18
RNA5SP460	chr18
MIR548AV	chr18
RP11-676J15.1	chr18
RP11-169F17.1	chr18
CTD-2354A18.1	chr18
RP11-126K15.1	chr18
RN7SL401P	chr18
RP11-25L3.3	chr18
RP11-25L3.1	chr18
FBXO15	chr18
TIMM21	chr18
RP11-669I1.1	chr18
RN7SL551P	chr18
CYB5A	chr18
C18orf63	chr18
FAUP1	chr18
LINC01922	chr18
FAM69C	chr18
CNDP2	chr18
RP11-231E4.5	chr18
CNDP1	chr18
RP11-231E4.3	chr18
LINC00909	chr18
ZNF407	chr18
RP11-405M12.3	chr18
RP11-405M12.4	chr18
Clostridiales-1	chr18
RP11-405M12.2	chr18
ZADH2	chr18
TSHZ1	chr18
RP11-321M21.4	chr18
RP11-321M21.3	chr18
SMIM21	chr18
RP11-321M21.1	chr18
LINC01898	chr18
RP11-173L6.1	chr18
RP11-1O2.2	chr18
RP11-357H3.1	chr18
RP11-1O2.1	chr18
RP11-94B19.6	chr18
LINC01893	chr18
RP11-94B19.5	chr18
RP11-94B19.2	chr18
RP11-94B19.7	chr18
RP11-94B19.3	chr18
RP11-94B19.4	chr18
ZNF516	chr18
RP11-504I13.3	chr18
RP11-504I13.2	chr18
RP11-17M16.2	chr18
C18orf65	chr18
LINC00908	chr18
LINC00683	chr18
LINC01927	chr18
LINC01879	chr18
ARL2BPP1	chr18
CCND3P2	chr18
AC139085.2	chr18
RP11-162A12.2	chr18
RNU6-346P	chr18
RP11-162A12.4	chr18
ZNF236	chr18
RPL26P35	chr18
Metazoa_SRP	chr18
RP11-162A12.3	chr18
RP11-862L9.3	chr18
MBP	chr18
RP11-862L9.2	chr18
RP11-4B16.3	chr18
RP11-4B16.1	chr18
RP11-4B16.4	chr18
RP11-751H17.1	chr18
GALR1	chr18
RP11-176N18.2	chr18
SNORA25	chr18
BDP1P	chr18
RP11-63N3.1	chr18
RP11-63N3.2	chr18
RNA5SP461	chr18
LINC01029	chr18
RP11-671C19.2	chr18
RNU6-655P	chr18
RP11-100K18.1	chr18
RP11-451L19.1	chr18
RP11-123I22.1	chr18
Y_RNA	chr18
RP11-715C4.1	chr18
CTD-2382H12.2	chr18
CTD-2382H12.1	chr18
LINC01896	chr18
SALL3	chr18
ATP9B	chr18
RP11-849I19.2	chr18
CTD-2286N8.2	chr18
CTD-2286N8.1	chr18
RP11-800A18.4	chr18
RP11-800A18.3	chr18
NFATC1	chr18
RP11-196B3.1	chr18
RP11-196B3.3	chr18
RP11-196B3.2	chr18
RP11-196B3.4	chr18
RP11-567M16.1	chr18
RP11-567M16.2	chr18
RP11-567M16.3	chr18
RP11-567M16.6	chr18
CTDP1	chr18
RP11-567M16.5	chr18
RP11-154H12.2	chr18
RP11-154H12.3	chr18
KCNG2	chr18
RP11-248M19.1	chr18
PQLC1	chr18
HSBP1L1	chr18
TXNL4A	chr18
RP11-795F19.5	chr18
RBFA	chr18
RBFADN	chr18
SLC25A6P4	chr18
ADNP2	chr18
PARD6G-AS1	chr18
PARD6G	chr18
AC139100.4	chr18
AC139100.3	chr18
WASH5P	chr19
AC008993.2	chr19
LLNLR-222A1.1	chr19
AC008993.3	chr19
FAM138F	chr19
OR4G3P	chr19
OR4G1P	chr19
OR4F17	chr19
WBP1LP11	chr19
OR4F8P	chr19
AC092192.1	chr19
SEPT14P19	chr19
CICP19	chr19
LLNLF-173C4.2	chr19
LLNLF-173C4.1	chr19
LINC01002	chr19
RNU6-1076P	chr19
CTD-3113P16.11	chr19
PLPP2	chr19
MIER2	chr19
THEG	chr19
AC010641.1	chr19
C2CD4C	chr19
SHC2	chr19
RNA5SP462	chr19
ODF3L2	chr19
MADCAM1	chr19
AC005775.2	chr19
TPGS1	chr19
CDC34	chr19
GZMM	chr19
AC009005.2	chr19
BSG	chr19
HCN2	chr19
AC005559.3	chr19
POLRMT	chr19
AC004449.6	chr19
FGF22	chr19
RNF126	chr19
AC004156.3	chr19
FSTL3	chr19
PRSS57	chr19
RPS2P52	chr19
PALM	chr19
MISP	chr19
AC006273.4	chr19
LINC01836	chr19
PTBP1	chr19
MIR4745	chr19
PLPPR3	chr19
AZU1	chr19
PRTN3	chr19
ELANE	chr19
CFD	chr19
MED16	chr19
RNU6-9	chr19
R3HDM4	chr19
KISS1R	chr19
ARID3A	chr19
AC005391.2	chr19
LLNLR-260G6.1	chr19
WDR18	chr19
LLNLR-284B4.2	chr19
GRIN3B	chr19
TMEM259	chr19
LLNLR-284B4.1	chr19
RNU6-2	chr19
CNN2	chr19
ABCA7	chr19
ARHGAP45	chr19
POLR2E	chr19
GPX4	chr19
SBNO2	chr19
STK11	chr19
HMGB2P1	chr19
CBARP	chr19
AC004221.2	chr19
ATP5D	chr19
MIDN	chr19
CIRBP	chr19
CIRBP-AS1	chr19
C19orf24	chr19
EFNA2	chr19
RPS15P9	chr19
AC005330.2	chr19
MUM1	chr19
AC004623.3	chr19
NDUFS7	chr19
LLNLR-307A6.1	chr19
AC005329.7	chr19
GAMT	chr19
DAZAP1	chr19
RPS15	chr19
CTB-25B13.5	chr19
APC2	chr19
CTB-25B13.12	chr19
C19orf25	chr19
PCSK4	chr19
REEP6	chr19
ADAMTSL5	chr19
CTB-25B13.9	chr19
PLK5	chr19
MEX3D	chr19
RN7SL477P	chr19
MBD3	chr19
UQCR11	chr19
TCF3	chr19
RNU6-1223P	chr19
Metazoa_SRP	chr19
AC005256.1	chr19
ONECUT3	chr19
ATP8B3	chr19
REXO1	chr19
MIR1909	chr19
